timestamp, latitude, longitude ,mag_x,mag_y,mag_z,gyro_x,gyro_y,gyro_z
1545364972,51.3776,113.9821,0.1727349409624245,-0.021187765761835186,0.4713636488784503,-0.17201605825398514,0.024638531648443207,74.43692440065432
1545364982,51.3066,114.9752,0.17363189336025706,-0.02235395512313009,0.46986593906480895,-0.17201605825398514,0.024638531648443207,74.43692440065432
1545364992,51.2266,115.9649,0.17459477810749194,-0.02348374458470825,0.4682430913724929,-0.17201605825398514,0.024638531648443207,74.43692440065432
1545365002,51.1374,116.9507,0.1756227816573425,-0.024573756270040974,0.4664952682730955,-0.17201605825398514,0.024638531648443207,74.43692440065432
1545365012,51.0393,117.9323,0.17671193817066552,-0.025620844207221032,0.4646252185359874,-0.17201605825398514,0.024638531648443207,74.43692440065432
1545365022,50.9323,118.9094,0.17785996580206606,-0.026622080583370643,0.4626342520959721,-0.17201605825398514,0.024638531648443207,74.43692440065432
1545365032,50.8165,119.8816,0.1790637702735157,-0.027574573181907945,0.4605245256870227,-0.17201605825398514,0.024638531648443207,74.43692440065432
1545365042,50.6919,120.8486,0.1803207710342049,-0.028475727539118586,0.4582976557367997,-0.17201605825398514,0.024638531648443207,74.43692440065432
1545365051,50.5655,121.7622,0.18156102486130116,-0.029282073849548743,0.4560758390263564,-0.17201605825398514,0.024638531648443207,74.43692440065432
1545365061,50.4241,122.7182,0.18291171540566772,-0.030076259389140363,0.4536277602783066,-0.17201605825398514,0.024638531648443207,74.43692440065432
1545365071,50.2742,123.6681,0.18430550882032026,-0.030812456360266693,0.4510698812242147,-0.17201605825398514,0.024638531648443207,74.43692440065432
1545365081,50.1158,124.6115,0.1857393460661132,-0.031488772154874715,0.4484045517925605,-0.17201605825398514,0.024638531648443207,74.43692440065432
